K,Num Rotations,Num Shifts,Num Shells,Num Sectors,Rotation Angle,Solver,Consensus NClass,Theta,Epsilon,Th_dist,Dist_max,NMI,Runtime
9,2,2,2,3,30,hbgf,9,0.001,0.001,5.0,1000,0.21922896354003477,2.5622072219848633
9,2,2,2,3,30,hbgf,9,0.001,0.001,15.0,1000,0.22463545704224,2.603361129760742
9,2,2,2,3,30,hbgf,9,0.001,0.001,25.0,1000,0.26348443724174875,2.603299140930176
9,2,2,2,3,30,hbgf,9,0.001,0.001,45.0,1000,0.3017720239132107,2.9449143409729004
9,2,2,2,3,30,hbgf,9,0.001,0.001,,1000,0.19540690284604756,2.5412440299987793
9,2,2,2,3,30,hbgf,9,0.001,0.0001,5.0,1000,0.19225839839490128,2.6981520652770996
9,2,2,2,3,30,hbgf,9,0.001,0.0001,15.0,1000,0.14627128024349992,2.7281689643859863
9,2,2,2,3,30,hbgf,9,0.001,0.0001,25.0,1000,0.08791934111077182,2.417515993118286
9,2,2,2,3,30,hbgf,9,0.001,0.0001,45.0,1000,0.1906081485369601,2.566746950149536
9,2,2,2,3,30,hbgf,9,0.001,0.0001,,1000,0.08839208889696748,2.6738317012786865
9,2,2,2,3,30,hbgf,6,0.01,0.001,5.0,1000,0.48911533204838054,2.858776092529297
9,2,2,2,3,30,hbgf,6,0.01,0.001,15.0,1000,0.2724314288078242,2.724804162979126
9,2,2,2,3,30,hbgf,6,0.01,0.001,25.0,1000,0.3718386591081045,2.8076112270355225
9,2,2,2,3,30,hbgf,6,0.01,0.001,45.0,1000,0.3966549082260365,2.6201348304748535
9,2,2,2,3,30,hbgf,6,0.01,0.001,,1000,0.39038408796091295,2.6086792945861816
9,2,2,2,3,30,hbgf,6,0.01,0.0001,5.0,1000,0.5026792516173746,2.7499618530273438
9,2,2,2,3,30,hbgf,6,0.01,0.0001,15.0,1000,0.2603221820582134,2.691498041152954
9,2,2,2,3,30,hbgf,6,0.01,0.0001,25.0,1000,0.3573320325019972,2.899322032928467
9,2,2,2,3,30,hbgf,6,0.01,0.0001,45.0,1000,0.4128315852824473,2.793747901916504
9,2,2,2,3,30,hbgf,6,0.01,0.0001,,1000,0.4045858302859204,2.862855911254883
9,2,2,2,3,30,hbgf,6,0.001,0.001,5.0,1000,0.46041622835844237,2.659353256225586
9,2,2,2,3,30,hbgf,6,0.001,0.001,15.0,1000,0.2801498926408208,2.619412899017334
9,2,2,2,3,30,hbgf,6,0.001,0.001,25.0,1000,0.25369804865016177,2.7327709197998047
9,2,2,2,3,30,hbgf,6,0.001,0.001,45.0,1000,0.32354441003447426,2.9000282287597656
9,2,2,2,3,30,hbgf,6,0.001,0.001,,1000,0.3170301514540401,2.7583999633789062
9,2,2,2,3,30,hbgf,6,0.001,0.0001,5.0,1000,0.10450293641731866,2.635978937149048
9,2,2,2,3,30,hbgf,6,0.001,0.0001,15.0,1000,0.22626276574937762,2.564154863357544
9,2,2,2,3,30,hbgf,6,0.001,0.0001,25.0,1000,0.10802268719926633,2.5217978954315186
9,2,2,2,3,30,hbgf,6,0.001,0.0001,45.0,1000,0.2682885867081578,2.689906120300293
9,2,2,2,3,30,hbgf,6,0.001,0.0001,,1000,0.08201784900911865,2.4552900791168213
